id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
16019409,4.248495242,Condominium,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",6,,Real Bed,strict,TRUE,Chicago,13-10-14,t,t,100%,01-03-12,t,07-05-17,42.01598983,-87.66901336,A block from Train Nice 2 Bedroom 2 Full Bathroom!,Rogers Park,44,87,60626,2,3
16025364,4.077537444,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Host greets you""}",2,1,Real Bed,strict,TRUE,NYC,03-09-17,t,f,100%,19-08-17,t,11-09-17,40.73085747,-73.85662514,"Big Private Room in shared apt in Rego Park, NY",Rego Park,2,60,11374,1,1
16025710,4.905274778,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",3,1,Real Bed,moderate,TRUE,LA,02-01-17,t,t,100%,19-01-16,f,09-04-17,34.08881545,-118.2692641,Los Angeles Silver Lake Suite l Modern,Silver Lake,9,96,90026,1,2
16028672,3.912023005,House,Private room,{},2,1,Real Bed,flexible,TRUE,LA,,t,f,100%,04-02-17,t,,33.97196208,-117.9125795,舒适、方便小雅屋,,0,,91748,1,1
16030543,5.978885765,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,,Real Bed,moderate,TRUE,LA,02-09-16,t,t,100%,18-05-14,f,16-04-17,34.11719058,-118.6296859,"Sunny, modern Topanga Canyon home",Topanga,4,100,90290,4,4
16031775,5.164785974,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",4,1,Real Bed,strict,TRUE,NYC,17-07-17,t,f,100%,08-03-17,t,25-09-17,40.77511464,-73.98128286,"Cozy, Upper West Side NYC space near Central Park",Upper West Side,3,80,10023,1,2
16031845,4.094344562,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1.5,Real Bed,moderate,TRUE,LA,14-02-17,t,f,100%,11-10-15,t,16-04-17,34.22829914,-118.5039781,Beautiful room in artist home,Northridge,11,98,91325,1,2
16032811,4.382026635,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,NYC,16-01-17,t,t,100%,24-04-16,f,11-09-17,40.79452891,-73.94543131,Light up room close to Central Park,East Harlem,29,86,10029,1,1
16041421,3.218875825,Apartment,Shared room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,TRUE,NYC,18-12-16,t,t,,09-12-16,f,31-12-16,40.68937355,-73.92259999,"Shared Living Space in Bushwick, Brooklyn",Bedford-Stuyvesant,3,87,11221,1,1
16043202,5.003946306,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",Essentials,Shampoo}",3,1,Real Bed,moderate,TRUE,NYC,29-10-12,t,f,100%,24-10-12,f,24-06-17,40.6514223,-73.97600733,LUXURY BROOKLYN LOFT STEPS TO PARK & SUBWAY,Windsor Terrace,52,95,11218,1,1
16043219,3.688879454,Loft,Private room,"{Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",2,1.5,Real Bed,strict,FALSE,NYC,,t,f,,12-08-13,f,,40.68715524,-73.91881624,Spacious Brooklyn Loft/private room,Bedford-Stuyvesant,0,,11221,1,1
16050144,3.496507561,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,0,Real Bed,strict,TRUE,LA,30-08-15,t,t,100%,20-05-11,f,02-04-17,33.977455,-118.0365112,Full Size Double  bed in Historic Downtown,Whittier,13,98,90602,1,1
16052733,5.209486153,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,TRUE,NYC,02-08-16,t,t,100%,17-08-11,f,27-08-16,40.80579123,-73.95206438,Welcoming Harlem rooms for families & couples,Harlem,2,100,10026,1,3
16054002,4.007333185,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,TRUE,NYC,,t,f,100%,07-06-16,f,,40.78157764,-73.94596552,Large Upper East Side Apt,Upper East Side,0,,10128,2,1
16054744,3.951243719,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",2,1,Real Bed,moderate,TRUE,NYC,23-04-17,t,t,100%,30-04-15,t,08-09-17,40.84193819,-73.94203433,Cozy Private Room,Washington Heights,10,98,10032,1,1
16054883,3.258096538,House,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,FALSE,NYC,24-08-17,t,f,100%,01-11-16,f,24-08-17,40.67616505,-73.88381738,"(D)Cozy private room + Air Conditioner, Heat, WiFi",East New York,1,80,11207,1,1
16055506,5.010635294,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,Essentials}",4,1,Real Bed,moderate,FALSE,LA,27-05-13,t,f,100%,16-03-13,f,16-04-17,34.10346547,-118.6259467,Beautiful guest house in Topanga ,Topanga,118,99,90290,1,2
16056317,5.517452896,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,NYC,22-10-12,t,f,90%,16-06-11,t,01-10-17,40.71962563,-73.9885214,40% Discount! Best Block in NYC,Lower East Side,112,86,10002,1,2
16067949,5.393627546,Apartment,Entire home/apt,"{""Family/kid friendly"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,NYC,24-10-16,t,f,100%,24-07-15,f,28-09-17,40.7202066,-73.99591621,Be a New Yorker for a few days,Chinatown,5,100,10013,1,2
16071883,3.688879454,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,FALSE,LA,24-07-16,t,f,0%,18-07-16,f,16-08-16,34.06062912,-118.3011277,1 Bedroom + Balcony + Pool + Own Bathroom,Mid-Wilshire,2,40,90005,1,1
16083694,4.564348191,Loft,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",4,1,Real Bed,flexible,TRUE,LA,09-06-15,t,t,100%,11-03-15,f,30-03-17,34.13561991,-118.2583069,Sexy Artist Loft Near Hollywood,,31,97,91204,1,1
16086796,3.912023005,House,Entire home/apt,"{""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""First aid kit"",""Fire extinguisher""}",1,1,Real Bed,flexible,FALSE,LA,03-08-16,t,t,0%,10-05-16,t,03-08-16,33.84006444,-118.3543262,1 block near beach - Apt 117,Torrance,1,100,90503,1,1
16086949,4.317488114,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",1,1,Real Bed,flexible,FALSE,NYC,,t,t,,03-10-11,f,,40.70314416,-73.92551147,Radical Bushwick Bedroom with W/D,Bushwick,0,,11237,1,1
16087249,4.248495242,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",2,1,Real Bed,strict,TRUE,NYC,07-08-17,t,f,100%,23-11-16,t,07-08-17,40.71247949,-73.9581543,Private room in Bedford / Williamsburg,Williamsburg,1,100,11211,1,1
16088064,4.787491743,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,""Private entrance""}",2,1,Real Bed,moderate,TRUE,DC,16-03-17,t,t,100%,16-08-15,f,15-04-17,38.88736697,-77.00017859,Cozy Top Floor Apartment - 5 Min Walk to Metro,Capitol Hill,3,100,20003,1,1
16095512,3.610917913,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,2.5,Real Bed,moderate,FALSE,LA,21-12-16,t,t,,02-10-08,t,12-01-17,34.41043554,-118.4438704,Six Flags luxury private room with own balcony,,3,80,91387,1,1
16098269,5.164785974,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",3,1,Real Bed,strict,TRUE,LA,26-08-13,t,t,100%,27-12-12,f,27-04-17,33.97656766,-118.4640008,OCEANFRONT BEDROOM +PRIVATE BALCONY,Marina Del Rey,242,96,90292,1,2
16100501,5.631211782,Guesthouse,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Gym,Elevator,Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,2,Real Bed,flexible,TRUE,SF,01-07-16,t,t,90%,18-12-15,f,26-08-17,37.78938021,-122.4081533,Ste 1408-1 Queen Bedrm & Living Rm,Union Square,2,80,94102,1,1
16113877,4.59511985,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Smoking allowed"",Breakfast,Elevator,""Indoor fireplace"",Heating,""First aid kit"",Essentials,Shampoo,""Hair dryer"",Iron}",2,,Real Bed,moderate,TRUE,SF,29-07-14,t,t,100%,08-07-14,f,25-09-17,37.75643518,-122.4408039,Stunning SF Bay View in The Castro,The Castro,234,99,94114,1,1
16114510,4.762173935,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,FALSE,NYC,,t,t,,11-09-14,f,,40.76378589,-73.95909053,Family-friendly Uppereast apartment,Upper East Side,0,,10065,2,3
16123133,4.976733742,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,NYC,19-04-11,t,t,100%,16-03-11,f,05-09-17,40.79752881,-73.93340736,"Large, bright Manhattan gem at 118th Street",East Harlem,83,96,10035,1,3
16123938,4.317488114,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,NYC,18-06-16,t,f,100%,11-06-16,f,18-09-17,40.79509285,-73.94668977,Private Bedroom Near Central Park,East Harlem,75,91,10029,1,1
16133127,5.568344504,Guesthouse,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance""}",2,1,Real Bed,flexible,TRUE,LA,23-04-17,t,t,100%,08-01-12,f,01-05-17,34.05077132,-118.8980291,Serene romantic Malibu hideaway canyon retreat,Malibu,3,100,90265,1,1
16133543,5.192956851,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens""}",4,1,Real Bed,strict,TRUE,NYC,29-01-16,t,t,90%,19-04-14,t,21-09-17,40.76831884,-73.9828858,Nice Apartment in the heart of NYC,Hell's Kitchen,71,82,10019,1,1
16147001,4.48863637,House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Free parking on premises"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Babysitter recommendations"",""Pack ’n Play/travel crib""}",2,1,Real Bed,moderate,TRUE,LA,16-02-15,t,t,100%,01-05-13,f,16-04-17,33.98862275,-118.4261025,The Surf Shack,Del Rey,60,96,90066,0,1
16147102,6.395261598,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Breakfast,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",6,2,Real Bed,strict,TRUE,NYC,01-04-17,t,t,99%,08-01-15,t,11-08-17,40.74386563,-73.97307098,LUXURY 2 BDRM MIDTOWN APT WITH AMAZING VIEWS!!,Murray Hill,17,85,10016,2,3
16147164,4.317488114,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,,Airbed,flexible,FALSE,LA,30-06-16,t,f,,09-10-15,f,06-07-16,34.10857226,-118.3243376,Artistic Hollywood Studio,Hollywood Hills,2,80,90068,1,1
16147644,4.442651256,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""High chair"",""Babysitter recommendations""}",6,1,Real Bed,strict,TRUE,Chicago,03-09-16,t,t,100%,12-04-13,t,08-05-17,41.97881684,-87.68925654,Cozy condo in Lincoln Square,,10,96,60625,1,1
16147718,4.828313737,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo}",4,1,Real Bed,flexible,FALSE,DC,23-01-13,t,t,,05-12-12,f,05-04-15,38.91545444,-77.01276435,Roomy Condo in Bloomingdale,Bloomingdale,42,100,20001,1,1
16149160,5.293304825,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",3,1,Real Bed,strict,TRUE,LA,,f,f,100%,09-10-12,f,,34.08272996,-118.3199346,Elegant 1 bedroom- Hancock Park 619,Mid-Wilshire,0,,90004,1,1
16155048,4.605170186,Apartment,Private room,"{Internet,""Wireless Internet"",""Wheelchair accessible"",Breakfast,""Pets live on this property"",Dog(s),Elevator,""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Garden or backyard""}",2,,Real Bed,strict,TRUE,SF,15-08-12,t,t,100%,05-12-11,f,30-09-17,37.75596803,-122.4364765,outdoor jacuzzi w/ room Noe/Castro,The Castro,156,96,94114,1,1
16157164,4.248495242,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""24-hour check-in""}",1,1,Real Bed,flexible,FALSE,Boston,21-06-16,t,t,,24-05-15,f,21-06-16,42.33477751,-71.04858112,South Boston Apartment,South Boston,1,100,2127,1,3
16160724,5.298317367,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self Check-In"",Lockbox}",4,1,Real Bed,strict,TRUE,NYC,14-05-13,t,t,90%,22-04-13,f,10-09-17,40.70034298,-73.93301465,Roofdeck Luxury Loft Apt with Gym,Bushwick,22,93,11206,1,2
16162521,4.941642423,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",7,1,Real Bed,moderate,TRUE,NYC,24-10-15,t,t,100%,04-01-13,f,27-09-17,40.68551611,-73.95327527,Spacious Brooklyn Apt. Close to NYC,Bedford-Stuyvesant,102,97,11216,2,4
16177069,5.075173815,Condominium,Private room,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Private bathroom"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Firm mattress""}",4,1,Real Bed,moderate,FALSE,SF,04-01-12,t,t,100%,29-09-11,f,11-08-17,37.76638818,-122.4292571,"Tranquil Castro Victorian, Priv. Bath & nice cat",The Castro,161,99,94114,2,2
16177263,3.737669618,Bed & Breakfast,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,strict,TRUE,SF,21-05-16,t,t,100%,18-12-15,f,27-09-17,37.71479732,-122.4137061,Hi Tech Valley Guest Room (Bunk C),Visitacion Valley,36,88,94134,1,1
16177400,4.787491743,Apartment,Private room,"{""Wireless Internet"",Pool,Kitchen,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,FALSE,LA,,t,t,94%,21-02-16,t,,33.98014246,-118.4577525,Marina del Rey private room 3 min to OCEAN)!,Marina Del Rey,0,,90292,1,1
16179637,4.787491743,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,strict,TRUE,NYC,24-06-17,t,t,,10-04-13,t,30-06-17,40.75523517,-73.96754912,Private room in well furnished quintessential 2BR!,Midtown East,2,90,10022,1,1
16181951,5.105945474,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron}",8,1,Real Bed,strict,TRUE,NYC,28-07-17,t,f,100%,26-07-17,t,27-09-17,40.6861401,-74.0049329,Spacious Loft Apt w/ Manhattan Skyline Views,Columbia Street Waterfront,6,87,11231,1,2
16187294,4.382026635,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,FALSE,LA,,t,f,67%,02-03-17,t,,34.00458216,-118.4227747,Spacious Modern Getaway Close to Venice Beach,Mar Vista,0,,90066,1,1
16187926,4.852030264,Townhouse,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",10,2,Real Bed,strict,TRUE,LA,17-02-16,t,t,100%,15-11-13,t,04-03-17,33.98978306,-117.9417344,Cozy Vacation TownHouse 3bds,,19,89,91745,3,4
16189105,4.094344562,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit""}",1,1,Real Bed,flexible,FALSE,Boston,18-08-15,t,f,,14-08-15,f,19-08-15,42.33072487,-71.10446642,Big Bedroom for rent.,Mission Hill,2,,2120,1,1
16190577,4.941642423,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers}",3,1,Real Bed,moderate,FALSE,LA,30-08-15,t,t,,16-03-13,f,31-08-16,33.99329456,-118.4774474,1 Bedroom Apartment @ Venice Beach,Venice,57,80,90291,1,1
